episode,timestep,reward
1611,2022000,92.2861
1612,2024000,-39.5883
1613,2025000,25.7086
1614,2026000,57.721
1616,2027000,58.652
1617,2028000,90.5575
1618,2030000,-240.0329
1619,2031000,39.2452
1621,2032000,93.1651
1622,2033000,90.6776
1623,2035000,-363.4712
1625,2036000,94.5766
1627,2037000,87.1952
1628,2040000,-499.7608
1630,2041000,66.9011
1631,2042000,92.192
1632,2044000,-35.961
1634,2045000,78.6629
1636,2046000,91.3188
1637,2047000,88.0192
1638,2049000,-133.4218
1639,2052000,-273.0517
1640,2054000,-504.8334
1642,2057000,-144.2299
1644,2058000,73.4377
1645,2059000,68.7499
1646,2060000,93.0808
1647,2061000,30.8676
1648,2062000,31.2324
1650,2063000,92.5736
1651,2064000,89.8719
1652,2066000,-187.049
1654,2069000,-196.4987
1656,2070000,73.8588
1657,2071000,91.0849
1658,2073000,-181.5507
1659,2076000,-387.7566
1660,2078000,-404.6725
1661,2079000,93.0427
1663,2080000,78.0787
1665,2081000,76.9018
1666,2082000,91.6059
1667,2084000,-26.3433
1669,2085000,79.618
1670,2086000,63.5612
1671,2087000,92.9191
1673,2089000,22.1417
1674,2090000,95.0312
1676,2091000,81.2178
1677,2092000,84.8807
1678,2094000,-442.6121
1680,2095000,79.5962
1681,2096000,64.978
1682,2097000,92.0039
1683,2099000,-173.3259
1685,2100000,73.9637
1687,2101000,80.6609
1688,2102000,88.4945
1689,2104000,-523.2754
1690,2105000,58.1002
1691,2106000,63.4252
1693,2107000,81.3149
1695,2110000,-20.5458
1696,2111000,61.6061
1698,2112000,81.47
1699,2113000,86.2089
1700,2115000,-466.9546
1701,2116000,53.6419
1703,2117000,64.162
1704,2118000,64.1131
1706,2119000,81.3713
1707,2120000,90.8011
1708,2122000,-102.3255
1710,2125000,-244.8878
1711,2126000,92.8741
1712,2127000,92.4984
1713,2129000,-39.0838
1715,2130000,64.5981
1717,2131000,63.7182
1718,2132000,61.4359
1719,2133000,90.5612
1720,2135000,-124.0221
1722,2138000,-189.1628
1724,2139000,74.9484
1725,2140000,93.5335
1726,2141000,72.1872
1728,2143000,59.8958
1730,2144000,93.0165
1731,2145000,89.0547
1732,2147000,-125.0816
1733,2149000,-238.0148
1734,2152000,-423.19
1736,2153000,61.4751
1738,2154000,74.7263
1740,2155000,89.9767
1741,2158000,-223.7101
1743,2159000,59.0312
1744,2160000,74.4876
1746,2161000,76.1229
1747,2162000,85.6096
1748,2164000,-578.0758
1750,2165000,93.9143
1752,2166000,77.875
1753,2169000,-136.101
1754,2171000,-234.7971
1755,2173000,-412.6468
1756,2176000,-538.7443
1758,2177000,54.5684
1760,2178000,76.8558
1761,2179000,86.9971
1762,2181000,-175.6843
1764,2184000,-170.3598
1765,2185000,68.7613
1767,2186000,73.1241
1768,2187000,59.5976
1770,2188000,75.3099
1771,2189000,88.9576
1772,2191000,-143.653
1773,2194000,-390.5069
1775,2195000,48.1802
1776,2196000,92.632
1777,2197000,41.6915
1778,2198000,60.288
1780,2199000,75.7252
1781,2200000,90.6509
1782,2202000,-111.4843
1784,2203000,83.669
1785,2204000,73.7568
1787,2205000,64.3063
1788,2206000,55.881
1790,2207000,76.3534
1791,2210000,-297.1788
1793,2211000,55.6107
1794,2212000,93.2797
1796,2213000,74.0886
1798,2214000,76.9348
1799,2217000,-97.3061
1800,2219000,-300.9024
1802,2222000,-243.887
1804,2223000,82.4422
1805,2224000,91.0182
1806,2226000,-72.2454
1807,2227000,39.8766
1809,2228000,92.7486
1810,2229000,88.8235
1811,2231000,-328.5537
1812,2232000,48.9058
1814,2233000,71.5022
1816,2234000,89.2287
1818,2237000,-171.8989
1819,2238000,62.8224
1821,2239000,76.3272
1822,2240000,88.9345
1823,2242000,-116.4753
1824,2244000,-231.257
1825,2246000,-591.1284
1826,2247000,31.3176
1827,2248000,61.6882
1829,2249000,90.8214
1830,2252000,-188.5443
1831,2254000,-626.5213
1833,2255000,93.7103
1835,2257000,29.6814
1836,2258000,51.3568
1838,2259000,71.6634
1839,2260000,71.6566
1840,2261000,88.2495
1841,2263000,-122.6198
1843,2266000,-277.267
1844,2267000,94.9016
1845,2268000,90.7262
1847,2270000,27.925
1849,2271000,91.919
1851,2274000,-0.0121
1852,2275000,66.1229
1854,2276000,77.9845
1856,2279000,-5.0342
1858,2280000,79.7557
1859,2281000,65.1793
1861,2284000,28.3019
1863,2285000,79.8231
1865,2286000,72.5444
1866,2289000,-92.3127
1867,2291000,-288.5236
1868,2294000,-475.9887
1869,2296000,-329.8496
1870,2297000,16.6733
1872,2298000,91.9951
1873,2300000,2.5787
1874,2301000,46.1068
